IDfg,Name,Age,Team,Position,fantasy_points_pred,projected_fantasy_points,final_projection,initial_rank,position_group,position_rank,replacement_value,z_score_value,vorp,relative_value,pos_adjustment,overall_ranking
31370.0,Jakob Marsee,24.0,MIA,OF,874.6580810546875,1086.0,938.0606201171875,41.0,OF,42,796.0620971679688,-160.38225253315048,141.99852294921868,-9.191864791965898,1.0,132
17128.0,Ramon Laureano,30.0,SD,OF,884.3917846679688,1031.0,928.37421875,42.0,OF,43,796.0620971679688,-196.66255145396096,132.31212158203118,-32.17521493596489,1.0,139
23772.0,Wilyer Abreu,26.0,BOS,OF,888.0751342773438,1005.0,923.152587890625,43.0,OF,44,796.0620971679688,-215.89171111132836,127.09049072265623,-44.40061019433607,1.0,140
31431.0,Jordan Beck,24.0,COL,OF,873.4407958984375,1015.0,915.9085693359375,44.0,OF,45,796.0620971679688,-242.18756119976064,119.84647216796873,-61.170544515895955,1.0,143
10815.0,Jurickson Profar,32.0,ATL,OF,790.123779296875,1201.0,913.3866088867187,45.0,OF,46,796.0620971679688,-251.23839728485277,117.32451171874993,-66.95694278305142,1.0,145
28080.0,Jasson Dominguez,22.0,NYY,OF,880.3313598632812,987.0,912.3319335937499,46.0,OF,47,796.0620971679688,-255.00751274914387,116.26983642578114,-69.36883816168137,1.0,146
20202.0,Brandon Marsh,27.0,PHI,OF,924.44091796875,873.0,909.008642578125,47.0,OF,48,796.0620971679688,-266.82265052510274,112.9465454101562,-76.93805255747327,1.0,148
10155.0,Mike Trout,33.0,LAA,OF,821.637939453125,1092.0,902.7465454101562,48.0,OF,49,796.0620971679688,-288.83276416865226,106.68444824218739,-91.07415796323244,1.0,151
,Chase Delauter,,CLE,OF,886.0,886.0,886.0000122070312,49.0,OF,50,796.0620971679688,-346.06823431842463,89.93791503906243,-128.0651596396811,1.0,153
29995.0,Daylen Lile,22.0,WSH,OF,836.2846069335938,958.0,872.7992309570312,50.0,OF,51,796.0620971679688,-389.51747016360207,76.73713378906245,-156.3901681872698,1.0,161
25961.0,Kerry Carpenter,27.0,DET,OF,840.2130737304688,935.0,868.649169921875,51.0,OF,52,796.0620971679688,-402.8732684836122,72.58707275390623,-165.143097864853,1.0,165
19287.0,Adolis Garcia,32.0,PHI,OF,766.7353515625,1074.0,858.9147216796875,52.0,OF,53,796.0620971679688,-433.6306577703205,62.85262451171877,-185.38901662930087,1.0,170
17929.0,Cedric Mullins,30.0,TB,OF,815.7940673828125,890.0,838.0558471679688,53.0,OF,54,796.0620971679688,-496.8451906781239,41.99374999999998,-227.42572033906197,1.0,180
19918.0,Daulton Varsho,28.0,TOR,OF,710.5867919921875,1082.0,822.0107360839843,54.0,OF,55,796.0620971679688,-542.9732514251378,25.94863891601551,-258.51230625456117,1.0,190
19956.0,Mickey Moniak,27.0,COL,OF,775.572509765625,924.0,820.1007568359375,55.0,OF,56,796.0620971679688,-548.3195745054401,24.038659667968773,-262.14045741873565,1.0,191
25477.0,Isaac Collins,27.0,KC,OF,842.6532592773438,722.0,806.4572998046875,56.0,OF,57,796.0620971679688,-585.6144878446622,10.39520263671875,-287.60964260397174,1.0,198
27790.0,Evan Carter,22.0,TEX,OF,785.8861694335938,825.0,797.6203002929688,57.0,OF,58,796.0620971679688,-608.9326945518276,1.5582031249999773,-303.6872457134138,1.0,205
19238.0,Lourdes Gurriel Jr.,31.0,ARI,OF,844.9458618164062,682.0,796.0620971679688,58.0,OF,59,796.0620971679688,-612.9759954209295,0.0,-306.48799771046475,1.0,206
31349.0,Victor Scott II,24.0,STL,OF,753.6553344726562,882.0,792.1587158203124,59.0,OF,60,796.0620971679688,-623.0147429074455,-3.9033813476563637,-313.4590621275509,1.0,208
22857.0,Wenceel Perez,25.0,DET,OF,753.4662475585938,869.0,788.1263916015625,60.0,OF,61,796.0620971679688,-633.2501135900108,-7.935705566406227,-320.5929095782085,1.0,209
14854.0,Mike Yastrzemski,34.0,ATL,OF,767.7496948242188,822.0,784.0248046875,61.0,OF,62,796.0620971679688,-643.5205544360565,-12.03729248046875,-327.7789234582626,1.0,211
4949.0,Giancarlo Stanton,35.0,NYY,OF,729.4780883789062,892.0,778.2346435546874,62.0,OF,63,796.0620971679688,-657.7775919932504,-17.827453613281364,-337.8025228032659,1.0,215
33541.0,Dylan Crews,23.0,WSH,OF,647.258544921875,1053.0,768.9809631347656,63.0,OF,64,796.0620971679688,-679.9755293155291,-27.08113403320317,-353.52833167436614,1.0,220
26466.0,Matt Wallner,27.0,MIN,OF,689.0145874023438,944.0,765.5102111816407,64.0,OF,65,796.0620971679688,-688.1149389086034,-30.551885986328102,-359.3334124474658,1.0,223
19913.0,Jesus Sanchez,27.0,HOU,OF,720.2291259765625,848.0,758.5603698730469,65.0,OF,66,796.0620971679688,-704.1077916799974,-37.50172729492192,-370.80475948745965,1.0,224
15711.0,Tyler O'Neill,30.0,BAL,OF,750.998779296875,766.0,755.4991577148437,66.0,OF,67,796.0620971679688,-711.0229156200311,-40.56293945312507,-375.7929275365781,1.0,229
29591.0,Colton Cowser,25.0,BAL,OF,643.4813842773438,1002.0,751.0369506835937,67.0,OF,68,796.0620971679688,-720.9611927577034,-45.025146484375114,-382.99316962103927,1.0,230
14551.0,Anthony Santander,30.0,TOR,OF,615.0228271484375,1067.0,750.6159606933593,68.0,OF,69,796.0620971679688,-721.8901538003872,-45.44613647460949,-383.66814513749836,1.0,231
17901.0,Andrew Benintendi,30.0,CWS,OF,685.5357666015625,900.0,749.8750305175781,69.0,OF,70,796.0620971679688,-723.5214664803098,-46.18706665039065,-384.8542665653502,1.0,232
14221.0,Jorge Soler,33.0,LAA,OF,639.2457275390625,995.0,745.9720153808594,70.0,OF,71,796.0620971679688,-732.0383060964183,-50.0900817871094,-391.06419394176385,1.0,234
27475.0,Jordan Walker,23.0,STL,OF,674.9427490234375,911.0,745.7599304199218,71.0,OF,72,796.0620971679688,-732.4974187029093,-50.30216674804694,-391.3997927254781,1.0,235
19953.0,Josh Lowe,27.0,TB,OF,675.5806274414062,882.0,737.5064331054687,72.0,OF,73,796.0620971679688,-750.0694847610872,-58.555664062500114,-404.31257441179366,1.0,237
,Carson Benge,,NYM,OF,731.0,731.0,730.9999816894531,73.0,OF,74,796.0620971679688,-763.5168768127796,-65.0621154785157,-414.28949614564766,1.0,239
21501.0,Trevor Larnach,28.0,MIN,OF,702.264404296875,775.0,724.0850830078125,74.0,OF,75,796.0620971679688,-777.4169199449864,-71.97701416015627,-424.6969670525713,1.0,240
,Justin Crawford,,PHI,OF,724.0,724.0,723.9999877929688,75.0,OF,76,796.0620971679688,-777.5854619341818,-72.06210937499998,-424.8237856545909,1.0,241
25479.0,Brenton Doyle,27.0,COL,OF,563.3248291015625,1084.0,719.5273620605469,76.0,OF,77,796.0620971679688,-786.358074427201,-76.53473510742185,-431.44640476731144,1.0,243
26438.0,Dominic Canzone,27.0,SEA,OF,677.41259765625,764.0,703.3888122558594,77.0,OF,78,796.0620971679688,-816.6089826262831,-92.67328491210935,-454.64113376919624,1.0,253
31695.0,Dylan Beavers,23.0,BAL,OF,658.746337890625,752.0,686.7224365234375,78.0,OF,79,796.0620971679688,-845.5427880888332,-109.33966064453125,-477.4412243666822,1.0,255
31912.0,Chandler Simpson,24.0,TB,OF,670.9016723632812,714.0,683.8311645507813,79.0,OF,80,796.0620971679688,-850.3236575284826,-112.23093261718748,-481.27729507283505,1.0,257
20308.0,Jake Meyers,29.0,HOU,OF,621.1819458007812,805.0,676.3273620605469,80.0,OF,81,796.0620971679688,-862.4025240096494,-119.7347351074219,-491.06862955853563,1.0,259
24878.0,Heriberto Hernandez,25.0,MIA,OF,660.3710327148438,701.0,672.5597045898437,81.0,OF,82,796.0620971679688,-868.2881678091454,-123.50239257812507,-495.89528019363524,1.0,260
26467.0,Luis Matos,23.0,SF,OF,688.189453125,632.0,671.3326049804688,82.0,OF,83,796.0620971679688,-870.179224501762,-124.7294921875,-497.454358344631,1.0,262
23800.0,Parker Meadows,25.0,DET,OF,580.0535278320312,879.0,669.7374755859375,83.0,OF,84,796.0620971679688,-872.618452464398,-126.32462158203123,-499.47153702321464,1.0,263
27463.0,Garrett Crochet,26.0,BOS,SP,969.783203125,1171.3,1030.2382421875,1.0,P,1,642.0180517578124,3253.3206774321984,388.2201904296876,1820.770433930943,1.0,7
17295.0,Framber Valdez,31.0,,SP,934.2210083007812,934.8,934.3947058105468,2.0,P,2,642.0180517578124,2059.255717583838,292.37665405273447,1175.8161858182862,1.0,20
22267.0,Tarik Skubal,28.0,DET,SP,806.6343994140625,1184.8,920.0840795898437,3.0,P,3,642.0180517578124,1896.6577437996716,278.0660278320313,1087.3618858158516,1.0,23
18525.0,Dylan Cease,29.0,TOR,SP,836.099609375,1055.9,902.0397265624999,4.0,P,4,642.0180517578124,1697.4481924678842,260.02167480468756,978.7349336362859,1.0,25
12768.0,Sonny Gray,35.0,BOS,SP,866.87548828125,910.3,879.902841796875,5.0,P,5,642.0180517578124,1461.9107715141513,237.88479003906264,849.897780776607,1.0,30
25880.0,Hunter Brown,26.0,HOU,SP,833.9971923828125,980.7,878.0080346679688,6.0,P,6,642.0180517578124,1442.2031850517726,235.9899829101564,839.0965839809645,1.0,31
21846.0,Cole Ragans,27.0,KC,SP,808.0439453125,1019.4000000000001,871.4507617187498,7.0,P,7,642.0180517578124,1374.553693659543,229.43270996093747,801.9932018102402,1.0,33
13743.0,Max Fried,31.0,NYY,SP,835.342529296875,954.8,871.1797705078125,8.0,P,8,642.0180517578124,1371.776373844599,229.1617187500001,800.4690462972995,1.0,34
19959.0,Jesus Luzardo,27.0,PHI,SP,817.7760009765625,987.0,868.5432006835936,9.0,P,9,642.0180517578124,1344.831146718317,226.5251489257812,785.6781478220491,1.0,35
30279.0,Bryan Woo,25.0,SEA,SP,812.2413940429688,987.3,864.758975830078,10.0,P,10,642.0180517578124,1306.3989613917856,222.74092407226567,764.5699427320257,1.0,37
19291.0,Zac Gallen,29.0,,SP,841.4866333007812,911.5,862.4906433105468,11.0,P,11,642.0180517578124,1283.4986733954477,220.47259155273446,751.9856324740911,1.0,38
33677.0,Paul Skenes,23.0,PIT,SP,721.9771728515625,1147.4,849.6040209960938,12.0,P,12,642.0180517578124,1155.3437750716541,207.58596923828145,681.4648721549678,1.0,44
17995.0,Logan Webb,28.0,SF,SP,781.9509887695312,1004.3,848.6556921386718,13.0,P,13,642.0180517578124,1146.0434258872244,206.63764038085947,676.340533134042,1.0,45
14107.0,Kevin Gausman,34.0,TOR,SP,829.2510375976562,886.3,846.3657263183593,14.0,P,14,642.0180517578124,1123.659330611538,204.34767456054692,664.0035025860425,1.0,47
20778.0,Cristopher Sanchez,28.0,PHI,SP,775.2830810546875,1001.3,843.0881567382812,15.0,P,15,642.0180517578124,1091.8031811190556,201.07010498046884,646.4366430497622,1.0,54
21390.0,Joe Ryan,29.0,MIN,SP,792.03173828125,952.3,840.1122167968749,16.0,P,16,642.0180517578124,1063.063941917606,198.09416503906255,630.5790534783342,1.0,55
22182.0,Hunter Greene,25.0,CIN,SP,739.438720703125,1012.5999999999999,821.3871044921874,17.0,P,17,642.0180517578124,886.2765542105086,179.36905273437503,532.8228034724418,1.0,63
22250.0,Logan Gilbert,28.0,SEA,SP,766.31298828125,914.5,810.769091796875,18.0,P,18,642.0180517578124,789.1310728244111,168.75104003906267,478.9410564317369,1.0,66
18679.0,Freddy Peralta,29.0,MIL,SP,741.3953247070312,969.0999999999999,809.7067272949218,19.0,P,19,642.0180517578124,779.534884778106,167.68867553710948,473.6117801576077,1.0,67
22201.0,MacKenzie Gore,26.0,WSH,SP,744.9107666015625,942.2,804.0975366210937,20.0,P,20,642.0180517578124,729.2403462137969,162.07948486328132,445.6599155385391,1.0,69
17479.0,Jack Flaherty,29.0,DET,SP,775.382080078125,868.7,803.3774560546875,21.0,P,21,642.0180517578124,722.8291430867502,161.35940429687514,442.09427369181265,1.0,70
10310.0,Zack Wheeler,35.0,PHI,SP,837.201171875,723.9,803.2108203124999,22.0,P,22,642.0180517578124,721.3469804089318,161.19276855468752,441.26987448180967,1.0,71
10603.0,Chris Sale,36.0,ATL,SP,716.9658203125,997.8,801.21607421875,23.0,P,23,642.0180517578124,703.647373363418,159.19802246093764,431.4226979121778,1.0,73
15689.0,Luis Castillo,32.0,SEA,SP,763.4320678710938,865.3,793.9924475097655,24.0,P,24,642.0180517578124,640.2141340854549,151.97439575195312,396.094264918704,1.0,77
25436.0,George Kirby,27.0,SEA,SP,746.608642578125,898.0,792.0260498046874,25.0,P,25,642.0180517578124,623.126370414767,150.00799804687506,386.56718423082106,1.0,80
22264.0,Shane Baz,26.0,BAL,SP,754.9883422851562,794.9000000000001,766.9618395996093,26.0,P,26,642.0180517578124,412.06495973710264,124.94378784179696,268.5043737894498,1.0,87
16149.0,Aaron Nola,32.0,PHI,SP,715.1167602539062,874.3,762.8717321777343,27.0,P,27,642.0180517578124,378.80978469401293,120.85368041992194,249.83173255696744,1.0,90
20633.0,Yusei Kikuchi,34.0,LAA,SP,714.1582641601562,864.2,759.1707849121094,28.0,P,28,642.0180517578124,349.0057359498607,117.15273315429704,233.07923455207887,1.0,94
30134.0,Tanner Bibee,26.0,CLE,SP,701.7353515625,854.0,747.41474609375,29.0,P,29,642.0180517578124,256.1420465138632,105.39669433593758,180.7693704249004,1.0,97
13543.0,Blake Snell,32.0,LAD,SP,659.7581176757812,939.4000000000001,743.6506823730468,30.0,P,30,642.0180517578124,226.99030977888592,101.63263061523446,164.3114701970602,1.0,100
,Joe Musgrove,,SD,SP,742.4000000000001,742.4000000000001,742.4000000000001,31.0,P,31,642.0180517578124,217.3665139798841,100.38194824218772,158.8742311110359,1.0,101
,Shane Mcclanahan,,TB,SP,739.8,739.8,739.7999999999998,32.0,P,32,642.0180517578124,197.45959408540062,97.78194824218747,147.62077116379405,1.0,105
26378.0,Nick Lodolo,27.0,CIN,SP,727.8328857421875,764.4000000000001,738.8030200195312,33.0,P,33,642.0180517578124,189.8619042309981,96.78496826171886,143.32343624635848,1.0,106
20302.0,David Peterson,29.0,NYM,SP,692.084716796875,847.2,738.6193017578124,34.0,P,34,642.0180517578124,188.4640007482145,96.60125000000005,142.53262537410728,1.0,107
30182.0,Will Warren,26.0,NYY,SP,769.8877563476562,662.4000000000001,737.6414294433594,35.0,P,35,642.0180517578124,181.03472322799422,95.62337768554698,138.3290504567706,1.0,108
26221.0,Ryan Pepiot,27.0,TB,SP,687.7098388671875,849.8,736.3368872070312,36.0,P,36,642.0180517578124,171.15324393921145,94.3188354492188,132.73603969421512,1.0,109
27498.0,Spencer Strider,26.0,ATL,SP,673.070556640625,883.9000000000001,736.3193896484374,37.0,P,37,642.0180517578124,171.02093592833285,94.30133789062506,132.66113690947896,1.0,110
9132.0,Nathan Eovaldi,35.0,TEX,SP,676.7431030273438,865.3,733.3101721191406,38.0,P,38,642.0180517578124,148.35735786173422,91.29212036132822,119.82473911153122,1.0,111
,Trey Yesavage,,TOR,SP,729.0,729.0,729.0,39.0,P,39,642.0180517578124,116.20980532486226,86.98194824218763,101.59587678352494,1.0,115
19853.0,Michael King,30.0,SD,SP,657.950439453125,891.7,728.0753076171875,40.0,P,40,642.0180517578124,109.36114057038068,86.05725585937512,97.7091982148779,1.0,116
15454.0,Nick Pivetta,32.0,SD,SP,611.3556518554688,990.5999999999999,725.128956298828,41.0,P,41,642.0180517578124,87.6527366273229,83.11090454101566,85.38182058416928,1.0,117
,Cody Ponce,,TOR,SP,723.5999999999999,723.5999999999999,723.5999999999999,42.0,P,42,642.0180517578124,76.45565724402594,81.58194824218754,79.01880274310673,1.0,120
,Tatsuya Imai,,HOU,SP,717.0,717.0,717.0,43.0,P,43,642.0180517578124,28.655584017143205,74.98194824218763,51.81876612966542,1.0,124
12304.0,Chris Bassitt,36.0,,SP,695.7420043945312,764.3,716.3094030761719,44.0,P,44,642.0180517578124,23.704095781659937,74.29135131835949,48.99772355000971,1.0,125
33825.0,Yoshinobu Yamamoto,26.0,LAD,SP,642.3345336914062,883.5,714.6841735839844,45.0,P,45,642.0180517578124,12.088879233341434,72.666121826172,42.377500529756716,1.0,126
17085.0,Pablo Lopez,29.0,MIN,SP,634.8448486328125,886.0,710.1913940429688,46.0,P,46,642.0180517578124,-19.746595652603588,68.17334228515642,24.213373316276417,1.0,127
27782.0,Brandon Pfaadt,26.0,ARI,SP,681.1654663085938,765.2,706.3758264160156,47.0,P,47,642.0180517578124,-46.46785969929623,64.3577746582032,8.944957479453485,1.0,129
17594.0,Mitch Keller,29.0,PIT,SP,668.5090942382812,773.5999999999999,700.0363659667968,48.0,P,48,642.0180517578124,-90.22371260329749,58.01831420898441,-16.10269919715654,1.0,135
16137.0,Carlos Rodon,32.0,NYY,SP,639.4002075195312,840.5,699.7301452636718,49.0,P,49,642.0180517578124,-92.31703506882957,57.71209350585946,-17.302470781485056,1.0,136
,Cam Schlittler,,NYY,SP,699.3,699.3,699.3,50.0,P,50,642.0180517578124,-95.25435214940227,57.28194824218758,-18.986201953607342,1.0,137
14374.0,Tyler Glasnow,31.0,LAD,SP,634.0802001953125,823.4000000000001,690.8761401367187,51.0,P,51,642.0180517578124,-152.03566015454035,48.85808837890636,-51.588785887817,1.0,141
15873.0,Sean Manaea,33.0,NYM,SP,656.5625,763.7,688.7037499999999,52.0,P,52,642.0180517578124,-166.44960301995843,46.68569824218753,-59.88195238888545,1.0,142
18684.0,Sandy Alcantara,29.0,MIA,SP,634.6610717773438,812.0,687.8627502441406,53.0,P,53,642.0180517578124,-172.00446322742266,45.844698486328184,-63.07988237054724,1.0,144
12447.0,Seth Lugo,35.0,KC,SP,679.7708740234375,695.0999999999999,684.3696118164062,54.0,P,54,642.0180517578124,-194.92618265577798,42.351560058593805,-76.28731129859209,1.0,147
22543.0,Taj Bradley,24.0,MIN,SP,710.1890869140625,575.9,669.9023608398437,55.0,P,55,642.0180517578124,-287.27289361469605,27.884309082031336,-129.69429226633235,1.0,154
21318.0,Tylor Megill,29.0,,SP,666.4760131835938,666.4760131835938,666.4760131835938,56.0,P,56,642.0180517578124,-308.5335472109435,24.457961425781377,-142.03779289258105,1.0,157
,Grayson Rodriguez,,LAA,SP,664.5999999999999,664.5999999999999,664.5999999999999,57.0,P,57,642.0180517578124,-320.0752880729914,22.581948242187536,-148.74666991540192,1.0,159
19350.0,Dean Kremer,29.0,BAL,SP,660.000244140625,671.7,663.5101708984375,58.0,P,58,642.0180517578124,-326.7480388420804,21.492119140625164,-152.62795985072762,1.0,160
27768.0,Eury Perez,22.0,MIA,SP,594.427978515625,814.5,660.4495849609375,59.0,P,59,642.0180517578124,-345.36080197925367,18.431533203125127,-163.46463438806427,1.0,164
25377.0,Brady Singer,28.0,CIN,SP,597.155029296875,791.0,655.3085205078124,60.0,P,60,642.0180517578124,-376.2061676336433,13.29046875000006,-181.45784944182162,1.0,167
22100.0,Jose Soriano,26.0,LAA,SP,573.50390625,846.0999999999999,655.2827343749999,61.0,P,61,642.0180517578124,-376.35955315202744,13.264682617187532,-181.54743526741996,1.0,168
20492.0,Casey Mize,28.0,DET,SP,627.6411743164062,718.7,654.9588220214844,62.0,P,62,642.0180517578124,-378.28517695854947,12.940770263671993,-182.67220334743874,1.0,169
,Gerrit Cole,,NYY,SP,649.9000000000001,649.9000000000001,649.9000000000001,63.0,P,63,642.0180517578124,-408.08828400209296,7.881948242187718,-200.10316787995262,1.0,172
11156.0,Merrill Kelly,36.0,ARI,SP,569.989013671875,824.2,646.2523095703125,64.0,P,64,642.0180517578124,-429.26185731885886,4.234257812500118,-212.51379975317937,1.0,174
22286.0,Trevor Rogers,27.0,BAL,SP,592.8672485351562,770.3,646.0970739746093,65.0,P,65,642.0180517578124,-430.1570697811829,4.079022216796943,-213.03902378219297,1.0,176
11486.0,Robbie Ray,33.0,SF,SP,531.7230834960938,907.4000000000001,644.4261584472656,66.0,P,66,642.0180517578124,-439.76253155626466,2.408106689453234,-218.6772124334057,1.0,177
21690.0,Edward Cabrera,27.0,CHC,SP,609.5156860351562,721.9000000000001,643.2309802246094,67.0,P,67,642.0180517578124,-446.5990631954793,1.2129284667970524,-222.69306736434112,1.0,178
10954.0,Jacob deGrom,37.0,TEX,SP,488.897216796875,999.3,642.0180517578124,68.0,P,68,642.0180517578124,-453.50805463467066,0.0,-226.75402731733533,1.0,179
30122.0,Gavin Williams,25.0,CLE,SP,532.9578857421875,888.5,639.6205200195312,69.0,P,69,642.0180517578124,-467.0785328633337,-2.3975317382811454,-234.73803230080742,1.0,182
15823.0,Zack Littell,29.0,,SP,609.5765991210938,709.4000000000001,639.5236193847657,70.0,P,70,642.0180517578124,-467.62460266648833,-2.4944323730467204,-235.05951751976752,1.0,183
29837.0,Bryce Miller,26.0,SEA,SP,637.2474975585938,635.5,636.7232482910156,71.0,P,71,642.0180517578124,-483.3249389531541,-5.294803466796793,-244.30987120997546,1.0,186
,Reynaldo Lopez,,ATL,SP,636.4,636.4,636.4,72.0,P,72,642.0180517578124,-485.1271866739513,-5.618051757812395,-245.37261921588185,1.0,187
31846.0,Spencer Schwellenbach,25.0,ATL,SP,552.5687255859375,828.7,635.4081079101562,73.0,P,73,642.0180517578124,-490.6444257333858,-6.6099438476561545,-248.62718479052097,1.0,188
16256.0,Kyle Freeland,32.0,COL,SP,628.8101806640625,648.7,634.7771264648437,74.0,P,74,642.0180517578124,-494.1439652215032,-7.2409252929686545,-250.69244525723593,1.0,189
13774.0,Zach Eflin,31.0,BAL,SP,642.5786743164062,591.9000000000001,627.3750720214844,75.0,P,75,642.0180517578124,-534.6052702138487,-14.642979736328016,-274.62412497508836,1.0,193
24586.0,Kyle Bradish,28.0,BAL,SP,550.4033203125,805.0999999999999,626.81232421875,76.0,P,76,642.0180517578124,-537.6367630258251,-15.205727539062423,-276.42124528244375,1.0,194
19479.0,Aaron Civale,30.0,,SP,632.0333862304688,614.5,626.7733703613281,77.0,P,77,642.0180517578124,-537.8463721068318,-15.244681396484225,-276.54552675165803,1.0,195
27468.0,Reid Detmers,25.0,LAA,SP,587.5438232421875,713.2,625.2406762695313,78.0,P,78,642.0180517578124,-546.0697581139261,-16.77737548828111,-281.4235668011036,1.0,196
19716.0,Dustin May,27.0,STL,SP,604.7097778320312,668.2,623.7568444824219,79.0,P,79,642.0180517578124,-553.9864297261786,-18.26120727539046,-286.1238185007845,1.0,197
,Foster Griffin,,WSH,RP,622.9000000000001,622.9000000000001,622.9000000000001,80.0,P,80,642.0180517578124,-558.5379797648327,-19.11805175781228,-288.8280157613225,1.0,200
15890.0,Luis Severino,31.0,ATH,SP,567.7941284179688,739.4000000000001,619.2758898925781,81.0,P,81,642.0180517578124,-577.6275772309623,-22.742161865234266,-300.1848695480983,1.0,204
26253.0,Ryne Nelson,27.0,ARI,SP,581.2694091796875,698.9000000000001,616.5585864257812,82.0,P,82,642.0180517578124,-591.7691544700606,-25.459465332031186,-308.6143099010459,1.0,207
31623.0,Jacob Misiorowski,23.0,MIL,SP,552.8706665039062,748.8,611.6494665527343,83.0,P,83,642.0180517578124,-616.9448777223914,-30.368585205078034,-323.65673146373473,1.0,210
16162.0,Brandon Woodruff,32.0,MIL,SP,511.0749206542969,839.5999999999999,609.6324444580077,84.0,P,84,642.0180517578124,-627.1498342842314,-32.38560729980463,-329.767720792018,1.0,212
33703.0,Nolan McLean,23.0,NYM,SP,533.9951171875,779.5999999999999,607.67658203125,85.0,P,85,642.0180517578124,-636.9680144759724,-34.34146972656242,-335.6547421012674,1.0,214
31687.0,Shane Smith,25.0,CWS,SP,547.5764770507812,738.5999999999999,604.8835339355468,86.0,P,86,642.0180517578124,-650.856735339759,-37.13451782226559,-343.9956265810123,1.0,216
14078.0,Michael Wacha,33.0,KC,SP,567.601806640625,685.7,603.0312646484375,87.0,P,87,642.0180517578124,-659.9816910919626,-38.98678710937486,-349.48423910066873,1.0,218
15440.0,Matthew Boyd,34.0,CHC,SP,498.35235595703125,840.0999999999999,600.8766491699218,88.0,P,88,642.0180517578124,-670.5101818251218,-41.141402587890525,-355.82579220650615,1.0,221
11674.0,Jameson Taillon,33.0,CHC,SP,561.7576904296875,674.0999999999999,595.4603833007811,89.0,P,89,642.0180517578124,-696.5685110603823,-46.55766845703124,-371.5630897587068,1.0,225
19427.0,Shane Bieber,30.0,TOR,SP,544.2758178710938,711.5,594.4430725097657,90.0,P,90,642.0180517578124,-701.397773710219,-47.5749792480467,-374.48637647913284,1.0,228
13649.0,Clay Holmes,32.0,NYM,SP,493.2601318359375,767.8,575.6220922851562,91.0,P,91,642.0180517578124,-787.0261418055777,-66.39595947265616,-426.71105063911693,1.0,242
24968.0,Reese Olson,25.0,DET,SP,544.56689453125,641.8,573.736826171875,92.0,P,92,642.0180517578124,-795.2148332989103,-68.28122558593736,-431.74802944242384,1.0,244
31827.0,Zebby Matthews,25.0,MIN,SP,568.4873046875,585.5,573.5911132812499,93.0,P,93,642.0180517578124,-795.8447945016662,-68.42693847656244,-432.13586648911433,1.0,245
19867.0,Griffin Canning,29.0,,SP,570.8983764648438,579.0999999999999,573.3588635253906,94.0,P,94,642.0180517578124,-796.8480071778267,-68.6591882324218,-432.75359770512426,1.0,246
15474.0,Lucas Giolito,30.0,,SP,498.65826416015625,741.9000000000001,571.6307849121093,95.0,P,95,642.0180517578124,-804.2787970418636,-70.38726684570304,-437.33303194378334,1.0,248
33527.0,Hurston Waldrep,23.0,ATL,SP,537.8562622070312,640.8,568.7393835449218,96.0,P,96,642.0180517578124,-816.5789608637116,-73.27866821289058,-444.9288145383011,1.0,249
30113.0,Chad Patrick,26.0,MIL,SP,531.6300048828125,647.5,566.3910034179687,97.0,P,97,642.0180517578124,-826.4466057940831,-75.62704833984367,-451.0368270669634,1.0,251
